"index","age_permi","age_veh","genre","stat_matri","categ_socio","usage_veh","age_conduct","type_veh","bonus_malus","mont_recl","garage","source_energ","valeur_veh"
105208,278,7,"Homme","Autre","CSP50","perso",44,"sedan",50,3857.583081571,NA,"regular",14204.1897725888
112014,189,6,"Femme","Autre","CSP55","perso",35,"sedan",64,328.141993957704,NA,"regular",32970.5846768085
64329,72,4,"Femme","Autre","CSP1","perso + travail",37,"sedan",95,2877.16314199396,NA,"diesel",18126.9173636499
144427,357,2,"Femme","Autre","CSP60","perso + travail",48,"sedan",50,1239.92900302115,NA,"diesel",32836.0844054334
10961,326,2,"Homme","Autre","CSP50","professionnel",49,"station wagon",50,187.871601208459,NA,"diesel",21583.8307684477
91303,141,6,"Homme","Autre","CSP50","professionnel",29,"coupe",60,91.6087613293051,NA,"regular",40752.1404854319
6240,451,1,"Homme","Autre","CSP42","professionnel",56,"sedan",62,316.32416918429,NA,"diesel",34616.6487560788
71879,429,4,"Femme","Autre","CSP50","perso + travail",54,"sedan",50,165.013595166163,NA,"diesel",28925.9274980099
16056,556,10,"Homme","Autre","CSP50","perso",67,"sedan",50,2391.61903323263,NA,"regular",47015.5339404996
38015,145,4,"Femme","Seul","CSP50","perso + travail",31,"sedan",95,694.612386706949,NA,"regular",27837.4058285842
16396,171,2,"Homme","Autre","CSP50","professionnel",32,"station wagon",69,516.850151057402,NA,"diesel",37588.7554619322
8764,229,1,"Homme","Seul","CSP50","perso + travail",38,"sedan",90,1140.9915407855,NA,"regular",12802.0411599533
24097,183,4,"Homme","Seul","CSP50","professionnel",33,"sedan",90,1524.08700906344,NA,"diesel",21346.1629066098
67880,277,4,"Homme","Autre","CSP1","perso + travail",41,"sedan",50,1418.61027190332,NA,"regular",50962.9546231766
27562,46,7,"Femme","Seul","CSP50","perso + travail",22,"sedan",95,1971.42054380665,NA,"regular",8105.50406113682
64932,150,2,"Homme","Autre","CSP46","perso + travail",37,"autre minivan",90,11625.7468277946,NA,"diesel",33613.3700722649
24039,249,4,"Homme","Autre","CSP46","perso + travail",42,"autre minivan",54,102.59003021148,NA,"diesel",32981.0073382398
18865,214,7,"Homme","Autre","CSP50","perso + travail",36,"sedan",76,230.571299093656,NA,"regular",37388.5456577052
98524,238,9,"femme","Autre","CSP50","perso + travail",38,"sedan",80,1418.61027190332,NA,"regular",15759.2177999334
101216,77,2,"femme","Autre","CSP50","perso",36,"autre minivan",95,12382.983081571,NA,"regular",22912.6179853295
1549,746,7,"Homme","Autre","CSP50","perso",81,"sedan",51,768.229305135952,NA,"diesel",35713.7544545762
21090,556,4,"Homme","Autre","CSP60","perso",64,"sedan",50,617.107250755287,NA,"regular",24459.6366173289
20916,333,7,"Homme","Autre","CSP60","professionnel",48,"coupe",76,462.297280966767,NA,"regular",43634.6589966271
62899,352,10,"Homme","Seul","CSP50","perso",49,"sedan",50,492.75498489426,NA,"regular",31746.1065572614
137011,175,2,"Homme","Seul","CSP55","perso",32,"sedan",60,1203.92175226586,NA,"diesel",32452.9837744415
91909,133,2,"Homme","Seul","CSP50","perso + travail",29,"sedan",90,378.747734138973,NA,"regular",29792.0625263519
106003,186,5,"Femme","Autre","CSP50","perso",37,"station wagon",95,540.980664652568,NA,"regular",8257.61820726357
69315,200,4,"Homme","Autre","CSP50","perso + travail",37,"sedan",90,541.840785498489,NA,"regular",33261.8982330217
75228,231,1,"Homme","Autre","CSP50","perso",37,"sedan",50,209.268580060423,NA,"diesel",40450.634852923
46340,94,2,"Femme","Seul","CSP50","professionnel",25,"sedan",76,1332.98700906344,NA,"regular",20896.203832641
35241,387,2,"Homme","Autre","CSP50","professionnel",50,"cabriolet",52,2210.10996978852,NA,"regular",16289.2291811538
15657,301,2,"Homme","Autre","CSP66","perso + travail",43,"van",50,70.62416918429,NA,"diesel",13270.9835084049
31542,308,4,"Homme","Autre","CSP26","perso + travail",44,"van",50,20293.184592145,NA,"diesel",15148.523701852
96838,104,1,"Femme","Seul","CSP1","perso + travail",36,"sedan",95,2742.94894259819,NA,"regular",16250.8011422961
83409,377,4,"Femme","Autre","CSP50","perso",49,"cabriolet",118,4998.05619335347,NA,"regular",49351.132516511
75890,288,5,"Femme","Autre","CSP50","perso + travail",43,"coupe",50,1418.61027190332,NA,"regular",7725.57000987889
31348,88,2,"Homme","Autre","CSP49","perso + travail",26,"sedan",95,102.59003021148,NA,"regular",21204.6178115635
29068,416,2,"Homme","Autre","CSP42","professionnel",53,"sedan",50,9449.14622356495,NA,"diesel",22675.2931403309
110687,534,4,"Homme","Autre","CSP22","professionnel",63,"vehicule utilitaire sport",58,893.394561933535,NA,"diesel",37834.6733676586
67804,168,7,"Homme","Autre","CSP50","perso + travail",32,"minivan",50,518.169788519637,NA,"diesel",28506.9536983296
34653,113,5,"Femme","Autre","CSP50","perso",36,"sedan",80,459.764048338369,NA,"regular",28040.1642263511
11766,445,2,"Homme","Autre","CSP50","voyagement professionel",55,"sedan",96,111.82749244713,NA,"diesel",26807.7079842519
10637,251,6,"Femme","Autre","CSP1","perso",42,"sedan",80,1319.63746223565,"aucun","regular",16985.4359861432
86879,145,1,"Homme","Autre","CSP1","professionnel",33,"station wagon",72,4971.03897280967,NA,"regular",19075.6584002586
46995,129,6,"Femme","Seul","CSP26","perso + travail",28,"sedan",55,180.849244712991,NA,"regular",20257.9302568522
94731,81,2,"Homme","Seul","CSP50","perso + travail",26,"sedan",95,85.1990936555891,"garage communautaire","diesel",35338.3780433021
64634,277,2,"Homme","Autre","CSP50","perso + travail",42,"station wagon",50,3604.24803625378,"garage communautaire","regular",32604.6258451176
22637,327,6,"Homme","Autre","CSP50","professionnel",48,"autre minivan",50,400.250755287009,NA,"diesel",36878.8000209982
35465,161,2,"Femme","Autre","CSP50","perso",40,"autre minivan",73,3041.95287009063,NA,"diesel",43238.1737093047
32074,157,9,"Femme","Autre","CSP50","perso + travail",31,"sedan",60,276.958912386707,NA,"regular",10917.7124085474
27292,47,6,"Femme","Autre","CSP50","perso + travail",27,"sedan",95,3547.69214501511,NA,"regular",7832.08192565123
27521,425,6,"Homme","Autre","CSP60","professionnel",70,"sedan",50,368.449848942598,NA,"diesel",29574.3318120792
69132,432,6,"Homme","Autre","CSP55","professionnel",70,"sedan",50,925.984894259819,NA,"diesel",29012.5168276328
17938,135,6,"Homme","Autre","CSP60","perso + travail",29,"cabriolet",64,79.5317220543807,NA,"regular",26513.9883412818
6317,529,2,"Homme","Seul","CSP50","perso",62,"sedan",50,515.742598187311,NA,"regular",18413.1035925868
82020,322,2,"Femme","Autre","CSP50","perso",54,"sedan",50,1931.34833836858,NA,"regular",24880.449359899
13263,113,6,"Homme","Seul","CSP42","perso + travail",27,"sedan",80,1270.52809667674,NA,"regular",22210.952294945
6241,122,6,"Homme","Seul","CSP50","perso + travail",28,"sedan",76,319.540785498489,NA,"regular",21712.6921028937
70693,385,4,"Femme","Autre","CSP1","perso + travail",50,"sedan",95,1562.35649546828,NA,"regular",15894.1706706578
75963,353,6,"Homme","Autre","CSP50","perso",48,"autre minivan",50,246.088821752266,NA,"regular",45868.0309318347
68430,343,5,"Homme","Autre","CSP50","perso",60,"sedan",50,6694.00241691843,NA,"regular",27751.0730205509
102209,72,4,"Homme","Seul","CSP50","perso + travail",24,"sedan",76,225.375226586103,NA,"diesel",27694.641077703
26632,157,4,"Femme","Autre","CSP50","perso + travail",31,"sedan",72,991.566163141994,NA,"regular",25049.2048041796
32001,166,4,"Femme","Autre","CSP50","perso + travail",32,"sedan",90,917.725377643504,NA,"regular",24742.0724769053
7677,539,5,"Femme","Autre","CSP46","perso",72,"sedan",62,4326.52567975831,NA,"regular",16072.3283017162
12503,139,1,"Homme","Seul","CSP42","perso",37,"cabriolet",54,2140.15740181269,"garage communautaire","regular",43597.7081688587
61328,553,4,"Femme","Autre","CSP50","perso",65,"sedan",50,92.845921450151,NA,"regular",12638.4595082875
3033,633,10,"Femme","Autre","CSP50","perso",78,"sedan",50,1336.8752265861,"aucun","regular",21806.9502609832
80133,117,7,"Femme","Autre","CSP42","perso + travail",30,"sedan",62,150.191238670695,NA,"regular",19915.4268241113
50609,208,2,"Homme","Seul","CSP50","perso + travail",36,"sedan",95,107.350151057402,NA,"regular",18693.6650915722
61754,371,2,"Homme","Autre","CSP60","voyagement professionel",49,"sedan",50,3434.91027190332,NA,"diesel",32791.9374752917
26278,421,5,"Homme","Autre","CSP50","perso + travail",55,"sedan",50,553.517220543807,"aucun","regular",35280.0313779201
31595,85,1,"Homme","Seul","CSP50","perso + travail",26,"cabriolet",95,19399.566163142,"garage communautaire","regular",30821.1669864016
24567,131,2,"Homme","Seul","CSP60","professionnel",30,"sedan",80,410.996374622356,NA,"diesel",46932.9798578567
92179,137,4,"Homme","Seul","CSP55","professionnel",31,"sedan",76,1378.05498489426,"garage communautaire","diesel",45587.9332097042
17605,105,2,"Femme","Seul","CSP20","perso + travail",26,"sedan",80,5931.71148036254,NA,"regular",11378.9071307015
87610,114,5,"Femme","Autre","CSP37","perso + travail",27,"sedan",76,106.042296072508,NA,"regular",23709.6330783125
57990,211,6,"Femme","Autre","CSP50","perso",47,"sedan",50,186.339879154079,NA,"regular",29531.7404966818
64106,343,4,"Femme","Autre","CSP55","perso",51,"station wagon",73,1577.62658610272,NA,"diesel",30366.5899516134
62854,354,5,"Femme","Autre","CSP50","perso",52,"station wagon",69,4326.52567975831,NA,"diesel",28748.2125858698
44051,321,4,"Femme","Seul","CSP55","perso + travail",46,"vehicule utilitaire sport",57,227.319335347432,"aucun","diesel",34483.4546664984
29742,273,4,"Homme","Autre","CSP55","professionnel",41,"cabriolet",50,4791.86283987915,NA,"regular",67861.6435628385
19412,397,4,"Homme","Autre","CSP66","professionnel",51,"van",68,5841.76404833837,NA,"diesel",16629.6796536361
62149,63,4,"Femme","Seul","CSP50","perso",26,"cabriolet",90,2120.84592145015,NA,"regular",27010.6223653844
107036,128,4,"Femme","Autre","CSP50","perso + travail",29,"sedan",95,625.001510574018,"aucun","regular",14030.6390393659
39118,129,2,"Homme","Seul","CSP50","perso + travail",28,"sedan",80,531.696072507553,NA,"diesel",32732.1673214572
59493,133,2,"Homme","Seul","CSP66","perso + travail",29,"sedan",76,2883.52567975831,NA,"diesel",33189.3708094896
23017,101,2,"Femme","Seul","CSP50","perso + travail",32,"sedan",95,100.63413897281,NA,"regular",15782.7189137171
22318,348,4,"Homme","Autre","CSP50","perso",50,"autre minivan",55,986.817824773414,NA,"diesel",37759.6254047903
133755,106,2,"Femme","Seul","CSP50","perso",27,"sedan",95,1418.61027190332,NA,"regular",27000.9100174933
9776,391,6,"Homme","Seul","CSP37","perso + travail",51,"sedan",50,358.03413897281,"aucun","regular",18699.1801769885
22577,539,7,"Homme","Autre","CSP50","perso",63,"sedan",50,124.811782477341,NA,"regular",16084.0105374066
3760,61,6,"Homme","Seul","CSP55","perso + travail",23,"sedan",95,48.3317220543807,NA,"diesel",29015.9190320245
17149,425,4,"Homme","Autre","CSP50","perso",77,"coupe",50,4241.6918429003,NA,"regular",8297.09944572424
45072,225,4,"Femme","Autre","CSP60","perso + travail",37,"sedan",50,367.460120845921,NA,"regular",17211.3324106859
64858,76,2,"Femme","Seul","CSP55","perso + travail",24,"sedan",95,2022.45045317221,NA,"diesel",22384.8748968379
103701,231,9,"Homme","Autre","CSP1","perso + travail",37,"autre minivan",50,3963.91993957704,NA,"diesel",38123.0127014531
14870,134,5,"Homme","Seul","CSP60","perso",31,"sedan",85,3205.62326283988,NA,"regular",29199.573633238
38462,413,6,"Homme","Autre","CSP50","perso + travail",54,"coupe",50,2531.68912386707,NA,"regular",46680.9519141338
87435,15,6,"Femme","Seul","CSP1","perso",41,"sedan",100,2263.77915407855,NA,"regular",24542.511969794
124966,18,6,"Femme","Seul","CSP1","perso",42,"sedan",95,181.721148036254,NA,"regular",25282.714226557
53244,215,2,"Homme","Autre","CSP50","professionnel",36,"sedan",50,1083.50483383686,NA,"regular",39293.5326864029
66457,277,7,"Femme","Seul","CSP50","professionnel",46,"sedan",64,2862.14048338369,NA,"regular",13084.1061216416
114496,120,5,"Femme","Seul","CSP50","perso + travail",41,"sedan",95,3356.38006042296,NA,"regular",10718.4123644878
23700,335,2,"Homme","Autre","CSP1","professionnel",48,"autre minivan",50,261.441389728097,NA,"regular",27405.540574216
59476,280,2,"Homme","Autre","CSP50","perso + travail",50,"coupe",85,2664.98429003021,NA,"diesel",38609.8235508274
3109,331,2,"Homme","Autre","CSP60","perso + travail",45,"coupe",100,1093.41389728097,NA,"regular",13711.2430564935
10926,269,1,"Femme","Autre","CSP50","perso + travail",41,"cabriolet",60,4326.52567975831,NA,"regular",36948.0473496872
94736,275,1,"Femme","Autre","CSP50","perso + travail",41,"cabriolet",57,6179.54410876133,NA,"regular",36301.9105351228
114469,198,5,"Homme","Autre","CSP48","professionnel",37,"coupe",62,884.828700906344,NA,"regular",70645.0068322366
6673,447,10,"Femme","Autre","CSP50","perso + travail",55,"sedan",50,2077.78096676737,NA,"regular",27572.4610302186
94714,47,4,"Femme","Seul","CSP50","perso + travail",23,"cabriolet",95,1003.50181268882,NA,"regular",24694.0665166079
60743,538,2,"Homme","Autre","CSP26","professionnel",62,"sedan",85,929.743504531722,NA,"regular",43463.2779777324
45889,298,1,"Homme","Autre","CSP50","perso + travail",42,"vehicule utilitaire sport",70,1660.59879154079,NA,"diesel",48109.7381778845
10060,528,2,"Homme","Autre","CSP48","perso + travail",62,"cabriolet",50,117.942598187311,NA,"regular",46146.5922319321
57285,544,2,"Homme","Autre","CSP50","perso",63,"sedan",50,17647.3703927492,NA,"regular",34671.0058056691
89527,517,7,"Femme","Autre","CSP50","perso",63,"sedan",50,2764.16918429003,NA,"regular",10870.7496114304
65776,135,2,"Homme","Autre","CSP26","perso + travail",29,"sedan",90,750.331722054381,NA,"regular",29944.7431718124
120938,204,2,"Homme","Seul","CSP1","perso + travail",35,"sedan",50,404.716314199396,NA,"diesel",43597.7611915136
105051,77,10,"Femme","Autre","CSP55","perso + travail",26,"sedan",80,164.389123867069,NA,"regular",1373.97625533747
79605,106,2,"Femme","Autre","CSP26","perso + travail",26,"sedan",95,594.885498489426,NA,"regular",30015.3844627725
46067,277,7,"Homme","Autre","CSP50","perso + travail",41,"autre minivan",85,1418.61027190332,"aucun","diesel",38042.0958256255
50356,188,7,"Homme","Seul","CSP50","perso + travail",38,"minivan",50,314.556797583082,NA,"diesel",29979.5795550588
97239,446,6,"Homme","Autre","CSP50","perso",55,"sedan",50,84.833836858006,NA,"regular",23740.0948265151
57030,456,7,"Homme","Autre","CSP50","perso",56,"sedan",50,440.923867069486,NA,"regular",23656.8930796419
141724,120,2,"Femme","Seul","CSP55","perso + travail",29,"sedan",95,22249.2054380665,NA,"regular",29492.2871900089
100808,96,2,"Homme","Autre","CSP42","perso",34,"sedan",76,816.301812688822,NA,"regular",29273.4473502629
66601,152,4,"Homme","Autre","CSP50","perso",33,"minivan",67,2515.99486404834,NA,"diesel",33163.6582975691
58952,435,7,"Homme","Autre","CSP50","perso + travail",55,"cabriolet",58,4326.52567975831,NA,"regular",41436.4038538577
51135,228,4,"Homme","Autre","CSP50","perso + travail",57,"autre minivan",50,2232.24924471299,NA,"diesel",33096.9594267023
23549,43,8,"Femme","Autre","CSP50","perso",42,"sedan",95,819.094259818731,NA,"regular",24071.4828618404
15044,487,2,"Homme","Autre","CSP50","perso + travail",59,"coupe",50,666.004531722054,NA,"regular",50221.8152263193
17042,89,6,"Homme","Seul","CSP48","perso + travail",25,"sedan",80,642.192145015106,"aucun","diesel",38031.4293167336
16661,46,1,"Femme","Autre","CSP60","perso",23,"sedan",95,2064.16042296072,NA,"diesel",28108.9869373756
13612,67,7,"Homme","Seul","CSP50","perso + travail",24,"cabriolet",106,108.021752265861,NA,"regular",46628.6183254871
17249,437,6,"Homme","Autre","CSP37","professionnel",54,"van",50,123.409667673716,NA,"diesel",24456.9973323864
12168,123,7,"Femme","Seul","CSP60","perso + travail",38,"sedan",100,1963.8915407855,NA,"diesel",18851.4714854488
87975,133,7,"Femme","Seul","CSP60","perso + travail",39,"sedan",95,20436.3416918429,NA,"diesel",20330.1167103242
20022,464,2,"Homme","Autre","CSP50","perso + travail",57,"station wagon",50,102.59003021148,"aucun","diesel",34479.4823354681
27163,78,2,"Homme","Seul","CSP50","professionnel",24,"van",106,4465.06404833837,NA,"diesel",37828.7314640764
131504,230,1,"Homme","Autre","CSP50","voyagement professionel",39,"sedan",86,1583.32930513595,NA,"diesel",29413.8785153351
86144,467,7,"Homme","Autre","CSP50","perso",67,"sedan",57,219.542900302115,NA,"regular",21506.8832640028
8833,446,6,"Homme","Autre","CSP50","perso",55,"sedan",52,2046.03897280967,"garage prive","regular",43792.7789139034
25528,369,2,"Femme","Autre","CSP50","perso",49,"sedan",50,489.656193353474,NA,"regular",32758.9999645062
12312,166,8,"Homme","Autre","CSP48","perso",41,"autre minivan",64,387.513897280967,NA,"diesel",34681.0734202858
2747,182,2,"Homme","Autre","CSP55","perso",33,"sedan",57,827.636555891239,NA,"diesel",23723.7649237259
7782,444,8,"Femme","Autre","CSP50","perso",56,"sedan",57,511.74833836858,NA,"regular",40320.1717470236
16429,190,4,"Homme","Seul","CSP50","perso + travail",49,"sedan",76,1498.1419939577,"aucun","diesel",13529.7390667582
28180,464,2,"Homme","Autre","CSP50","professionnel",56,"sedan",50,1720.87794561934,NA,"diesel",27192.4076182708
8826,146,2,"Homme","Seul","CSP50","professionnel",30,"van",71,1097.49063444109,"aucun","diesel",22716.7937005978
14301,136,2,"Femme","Autre","CSP50","perso + travail",29,"sedan",61,751.392145015106,NA,"regular",20557.1553175829
81488,95,5,"Femme","Autre","CSP66","perso + travail",26,"sedan",68,1418.61027190332,NA,"regular",26871.2076228523
5899,642,2,"Homme","Autre","CSP50","perso + travail",72,"cabriolet",69,1367.95740181269,NA,"regular",68261.4064127993
134377,435,2,"Homme","Autre","CSP50","perso",78,"sedan",50,1221.51299093656,"aucun","regular",40192.1435138105
98928,366,4,"Femme","Autre","CSP55","perso",74,"sedan",58,802.539879154078,"aucun","regular",21845.1525321146
60470,145,7,"Homme","Seul","CSP50","perso + travail",31,"sedan",95,536.444410876133,NA,"regular",26561.6942697685
20847,127,7,"Homme","Seul","CSP50","perso + travail",28,"sedan",95,20142.1096676737,NA,"regular",9456.18828240657
39575,633,4,"Homme","Autre","CSP50","perso",81,"sedan",50,1030.54259818731,NA,"regular",26758.8645660042
11969,586,2,"Homme","Seul","CSP50","perso",66,"sedan",60,1503.6915407855,NA,"regular",11997.8250400765
25782,382,7,"Homme","Autre","CSP50","professionnel",55,"sedan",71,94.02416918429,NA,"diesel",47712.8969404927
20960,393,5,"Homme","Autre","CSP50","professionnel",53,"sedan",50,49.2625377643504,NA,"diesel",27109.6817830597
18545,338,10,"Homme","Seul","CSP48","perso + travail",48,"sedan",50,179.258610271903,NA,"regular",4022.08882229734
102331,579,1,"Femme","Autre","CSP50","perso",67,"sedan",50,312.094259818731,NA,"diesel",29275.7330587735
47899,458,8,"Homme","Autre","CSP50","professionnel",56,"station wagon",50,589.394864048338,NA,"diesel",47114.4657363832
98486,234,5,"Femme","Autre","CSP50","perso + travail",40,"sedan",53,5380.98670694864,NA,"diesel",17448.5062106763
21763,110,6,"Homme","Autre","CSP50","perso + travail",36,"sedan",80,1211.3329305136,NA,"regular",27470.3652334732
24289,275,2,"Femme","Autre","CSP50","perso + travail",46,"sedan",55,311.057401812689,NA,"diesel",32960.682550028
48036,126,2,"Homme","Autre","CSP66","perso + travail",29,"sedan",57,644.513293051359,NA,"regular",13599.6732806961
6582,145,2,"Homme","Autre","CSP42","perso",30,"station wagon",60,757.931419939577,NA,"diesel",32476.2240758185
101950,78,2,"Femme","Seul","CSP50","perso + travail",30,"sedan",95,1365.04712990937,NA,"regular",11101.386369766
118153,48,6,"Femme","Seul","CSP50","professionnel",22,"sedan",95,1712.68912386707,NA,"regular",17131.5436693119
24042,64,7,"Homme","Seul","CSP26","perso + travail",23,"sedan",76,142.473716012085,NA,"regular",18546.9949285199
9642,297,5,"Femme","Autre","CSP1","perso + travail",56,"sedan",50,67261.1673716012,NA,"regular",25224.4677544739
5708,138,7,"Homme","Autre","CSP50","perso",30,"sedan",68,142.591540785498,NA,"regular",38157.1344613732
26167,76,6,"Femme","Seul","CSP66","perso",25,"sedan",76,945.991540785498,NA,"regular",10643.9881182345
83770,227,5,"Homme","Autre","CSP50","perso + travail",37,"minivan",57,1312.21450151057,NA,"diesel",32653.7662854313
96254,154,6,"Femme","Autre","CSP26","perso",47,"sedan",53,1093.41389728097,NA,"regular",13307.7863292017
15975,206,5,"Femme","Autre","CSP1","perso + travail",36,"sedan",50,1328.82779456193,NA,"regular",12904.6659270421
89395,420,2,"Femme","Autre","CSP60","voyagement professionel",55,"sedan",50,319.917824773414,NA,"regular",16044.3757341409
745,686,8,"Homme","Autre","CSP50","perso",76,"sedan",50,313.967673716012,NA,"regular",19123.5427328371
45465,252,4,"Homme","Seul","CSP50","professionnel",39,"van",50,114.478549848943,"garage communautaire","diesel",16309.1947615657
46515,45,2,"Homme","Autre","CSP60","perso",26,"autre minivan",100,2764.16918429003,NA,"diesel",32149.9084274575
27415,227,9,"Femme","Autre","CSP50","perso + travail",37,"sedan",50,693.587311178248,"aucun","regular",37792.9393658453
103166,71,2,"Homme","Autre","CSP50","professionnel",30,"sedan",95,3754.72205438066,NA,"diesel",22158.7639774891
82502,70,8,"Femme","Autre","CSP66","perso + travail",31,"sedan",85,731.232326283988,NA,"diesel",22010.3330346269
16580,154,2,"Femme","Autre","CSP26","perso",34,"sedan",52,11953.0876132931,NA,"regular",19468.1657089704
60549,84,4,"Femme","Autre","CSP60","perso",37,"cabriolet",119,1138.26978851964,NA,"regular",26886.5148234872
55932,321,8,"Homme","Seul","CSP42","perso",48,"sedan",64,325.596978851964,NA,"regular",18977.5694135539
30281,129,6,"Homme","Autre","CSP60","perso + travail",29,"sedan",72,309.749546827795,NA,"diesel",16591.2167796673
19616,143,2,"Homme","Autre","CSP46","perso + travail",30,"vehicule utilitaire sport",68,4183.95770392749,NA,"diesel",35778.1049604555
76895,112,1,"Homme","Autre","CSP50","perso + travail",27,"cabriolet",95,630.315407854985,NA,"regular",29802.1717091949
83132,60,2,"Homme","Autre","CSP50","perso",30,"cabriolet",90,90.7132930513595,NA,"regular",35002.3688930664
54396,335,2,"Homme","Autre","CSP37","professionnel",46,"sedan",50,353.580362537764,NA,"diesel",35943.4040995865
9174,450,6,"Femme","Autre","CSP60","perso + travail",57,"sedan",50,1888.57794561934,NA,"regular",18432.788289038
42864,246,2,"Homme","Autre","CSP50","perso + travail",53,"minivan",50,1214.66737160121,NA,"diesel",33075.620264643
2547,177,2,"Femme","Autre","CSP46","perso",36,"sedan",80,90.4305135951661,NA,"regular",42784.0776572695
64327,230,7,"Femme","Autre","CSP50","professionnel",56,"sedan",63,151.098489425982,NA,"regular",23741.3494214686
59385,119,6,"Homme","Seul","CSP50","professionnel",28,"sedan",64,8628.42598187311,NA,"regular",11354.887819403
2204,368,2,"femme","Seul","CSP65","perso + travail",56,"sedan",95,6613.49274924471,NA,"regular",8445.52392628241
23813,212,6,"Femme","Seul","CSP60","perso + travail",36,"sedan",50,1529.88398791541,NA,"regular",10874.542001537
23425,336,6,"Homme","Autre","CSP55","professionnel",46,"van",50,2795.54592145015,NA,"diesel",13718.0638063085
8669,130,2,"Homme","Autre","CSP50","perso + travail",31,"sedan",78,191.52416918429,"aucun","diesel",33258.4948282929
144824,27,4,"Femme","Autre","CSP55","perso",25,"sedan",90,1531.72205438066,NA,"regular",21509.4139468491
498,81,2,"Homme","Seul","CSP42","professionnel",25,"sedan",100,97.3232628398791,NA,"diesel",19001.3221102326
120365,299,4,"Femme","Autre","CSP40","perso + travail",43,"sedan",50,883.367673716012,"garage communautaire","regular",10278.4241973948
21903,157,8,"Homme","Autre","CSP55","professionnel",40,"vehicule utilitaire sport",68,12128.9882175227,NA,"diesel",50746.3755401644
69444,183,6,"Femme","Autre","CSP50","professionnel",40,"sedan",85,2223.30634441088,NA,"regular",30309.9467485071
9050,332,7,"Femme","Autre","CSP50","professionnel",46,"sedan",67,1832.72900302115,NA,"regular",13783.3352761792
6531,128,7,"femme","Autre","CSP55","perso + travail",31,"sedan",90,1478.75981873112,NA,"regular",11359.7409902298
27149,249,7,"Homme","Autre","CSP37","professionnel",39,"station wagon",102,6484.47462235649,NA,"regular",37021.3970979087
78714,110,1,"Homme","Autre","CSP50","perso + travail",31,"sedan",60,233.340181268882,NA,"diesel",37540.7187608101
16389,13,6,"Femme","Autre","CSP48","perso",21,"sedan",125,13950.3471299094,NA,"regular",20019.8935170881
33956,160,4,"Homme","Seul","CSP1","perso",32,"sedan",95,8563.02145015105,NA,"diesel",22420.8870521718
56061,374,5,"Femme","Autre","CSP66","perso",50,"vehicule utilitaire sport",85,1531.72205438066,NA,"regular",56457.4286248489
50184,135,2,"Homme","Autre","CSP55","perso",39,"sedan",80,1422.6163141994,NA,"regular",41622.0354381354
76870,617,7,"Homme","Autre","CSP26","perso",86,"sedan",50,2754.79033232628,NA,"regular",44799.0087117325
83423,226,1,"Femme","Autre","CSP50","perso + travail",37,"minivan",68,296.883081570997,NA,"diesel",31720.9873297129
16012,485,5,"Femme","Autre","CSP50","perso + travail",58,"coupe",97,3317.28580060423,NA,"regular",5044.87112048845
3602,268,2,"Femme","Autre","CSP60","professionnel",42,"sedan",57,2847.64803625378,NA,"regular",32562.2072877634
30349,224,5,"Homme","Autre","CSP50","professionnel",53,"van",72,1418.61027190332,NA,"diesel",32434.7113948654
15912,169,6,"Homme","Autre","CSP55","perso + travail",32,"sedan",50,146.255891238671,"aucun","diesel",18851.8983235327
14542,378,2,"Femme","Autre","CSP50","perso",58,"sedan",50,102.59003021148,NA,"regular",27157.9714925975
24687,454,1,"Homme","Autre","CSP50","professionnel",56,"vehicule utilitaire sport",50,1562.35649546828,"garage prive","diesel",44390.6826814307
82982,446,1,"Homme","Seul","CSP60","professionnel",57,"sedan",50,2020.63595166163,NA,"diesel",30723.4967776538
15332,295,5,"Femme","Autre","CSP50","professionnel",43,"autre minivan",108,3262.22628398791,NA,"regular",27115.8234051126
27340,290,2,"Femme","Autre","CSP50","perso",53,"sedan",50,1168.6332326284,NA,"regular",11405.7521430409
43941,297,1,"Homme","Seul","CSP48","perso",44,"sedan",72,2975.42900302115,NA,"diesel",22237.898176493
4894,161,2,"Homme","Autre","CSP50","professionnel",31,"sedan",50,1342.30694864048,NA,"diesel",26779.569054615
13272,593,2,"Homme","Autre","CSP50","perso",72,"sedan",50,2198.81057401813,NA,"diesel",28694.9685175182
85079,149,2,"Homme","Autre","CSP50","perso + travail",30,"minivan",51,806.510574018127,NA,"regular",28422.1466384472
131033,468,8,"Homme","Autre","CSP50","perso",59,"sedan",68,1626.65347432024,"aucun","diesel",29843.014023073
97803,421,4,"Femme","Autre","CSP26","professionnel",67,"sedan",76,854.241389728097,NA,"regular",10811.3885462018
26117,194,1,"Femme","Seul","CSP50","perso + travail",34,"sedan",50,489.903625377643,NA,"diesel",24746.1630658238
58557,498,1,"Femme","Autre","CSP50","voyagement professionel",61,"autre minivan",52,593.318429003021,NA,"diesel",34952.3001095801
73589,393,6,"Femme","Autre","CSP55","perso",50,"sedan",50,719.426283987915,NA,"diesel",31445.9179532052
13997,394,1,"Femme","Autre","CSP26","perso + travail",51,"minivan",50,1028.53957703927,NA,"diesel",34005.545621918
53463,405,1,"Homme","Autre","CSP50","perso + travail",52,"sedan",50,2084.6501510574,NA,"regular",19012.7888851906
88351,753,7,"Homme","Autre","CSP60","perso",83,"sedan",50,302.267673716012,"garage communautaire","regular",23658.9111901495
